frame,PathIDX,timestamp,seconds,head_pos,head_euler,head_quaternion,gaze_confidence,gaze_pos,target_pos,gaze_vector,target_vector,gaze_vis_x,gaze_vis_y,target_vis_x,target_vis_y,local_x_axis,local_y_axis,local_z_axis,left_right_eye_center,left_right_eye_center_confidence,left_right_eye_gaze,left_right_eye_forward_gaze,left_right_eye_is_blinking,left_right_eye_pupil_size,calibration_status
21,99,03/15/2023 10:03:21.5291 PM,575.8679,(-1.7649230_ -0.0081390_ 1.2495370),(353.1850000_ 317.8123000_ 356.9379000),(0.0458355_ 0.3606141_ 0.0462675_ -0.9304386),0.5,(-2.0661200_ 0.2179536_ 1.6905610),(-2.2023580_ -0.1161365_ 2.0467580),(0.0642611_ 0.1653851_ 0.5521392),(0.2223001_ -0.2006000_ 0.8654000),6.638537,16.67481,14.40641,-13.05069,(0.7356336_ -0.0530402_ 0.6752999),(0.1191560_ 0.9915168_ -0.0519249),(-0.6668171_ 0.1186637_ 0.7357131),(-1.7911740_ -0.0049928_ 1.2343340):(-1.7427520_ -0.0093188_ 1.2775100),1:1,(0.0043403_ 0.3611543_ 0.0334652_ -0.9318953):(0.1798847_ 0.3261178_ 0.1013232_ -0.9225087),(-0.6728255_ 0.0322617_ 0.7390975):(-0.5652401_ 0.3979771_ 0.7225772),False:False,4.4800000:4.3300000,Good
22,99,03/15/2023 10:03:21.5484 PM,575.8843,(-1.7669570_ -0.0072420_ 1.2560700),(352.9396000_ 317.9543000_ 356.8991000),(0.0477666_ 0.3594837_ 0.0472895_ -0.9307274),0.75,(-2.1343790_ 0.1914221_ 1.6370890),(-2.2028370_ -0.1115928_ 2.0546270),(-0.0247961_ 0.1309835_ 0.5494276),(0.2223000_ -0.2006000_ 0.8654000),-2.584049,13.40902,14.4064,-13.0507,(0.7370703_ -0.0536846_ 0.6736804),(0.1223699_ 0.9909641_ -0.0549159),(-0.6646450_ 0.1229150_ 0.7369796),(-1.7938270_ -0.0040894_ 1.2400180):(-1.7452180_ -0.0084307_ 1.2828910),1:1,(0.1475923_ 0.4051533_ 0.0873055_ -0.8980229):(0.1655417_ 0.3425893_ 0.0954113_ -0.9198506),(-0.7019027_ 0.3358267_ 0.6281346):(-0.5986728_ 0.3699211_ 0.7104571),False:False,4.4600000:4.3600000,Good
23,99,03/15/2023 10:03:21.5648 PM,575.9031,(-1.7690070_ -0.0062521_ 1.2620970),(353.0583000_ 318.0787000_ 356.7545000),(0.0463998_ 0.3585283_ 0.0480441_ -0.9311264),0.75,(-2.1357550_ 0.1908758_ 1.6491180),(-2.2034490_ -0.1129643_ 2.0611260),(-0.0217200_ 0.1302451_ 0.5529130),(0.2222998_ -0.2006000_ 0.8653999),-2.249583,13.25504,14.40639,-13.0507,(0.7382985_ -0.0561990_ 0.6721287),(0.1227416_ 0.9910777_ -0.0519578),(-0.6632117_ 0.1208586_ 0.7386091),(-1.7961610_ -0.0018964_ 1.2498910):(-1.7474280_ -0.0064595_ 1.2926000),1:1,(0.1447798_ 0.4036770_ 0.0879601_ -0.8990811):(0.1627001_ 0.3410652_ 0.0958388_ -0.9208791),(-0.7004070_ 0.3313524_ 0.6321675):(-0.5969735_ 0.3650287_ 0.7144065),False:False,4.4600000:4.3600000,Good
24,99,03/15/2023 10:03:21.5789 PM,575.9178,(-1.7709080_ -0.0052582_ 1.2681930),(353.0869000_ 318.2399000_ 356.7081000),(0.0460902_ 0.3572355_ 0.0482679_ -0.9316269),0.75,(-2.1411600_ 0.1862052_ 1.6489540),(-2.2032060_ -0.1125808_ 2.0683020),(-0.0298044_ 0.1246987_ 0.5498055),(0.2223000_ -0.2006000_ 0.8653998),-3.102909,12.77879,14.4064,-13.0507,(0.7401060_ -0.0570053_ 0.6700698),(0.1228654_ 0.9910918_ -0.0513916),(-0.6611711_ 0.1203637_ 0.7405170),(-1.7970900_ -0.0021284_ 1.2529540):(-1.7484450_ -0.0066292_ 1.2956630),1:1,(0.1420798_ 0.4081513_ 0.0864100_ -0.8976409):(0.1582437_ 0.3458461_ 0.0935553_ -0.9201069),(-0.7081925_ 0.3256100_ 0.6264517):(-0.6068217_ 0.3559138_ 0.7106988),False:False,4.4900000:4.3700000,Good
25,99,03/15/2023 10:03:21.5965 PM,575.9345,(-1.7724770_ -0.0046171_ 1.2744050),(353.1967000_ 318.3385000_ 356.6687000),(0.0451144_ 0.3564437_ 0.0482105_ -0.9319808),0.75,(-2.1427430_ 0.1844817_ 1.6558540),(-2.2033810_ -0.1137795_ 2.0750170),(-0.0302763_ 0.1233020_ 0.5497622),(0.2223002_ -0.2006000_ 0.8654000),-3.152191,12.64125,14.40641,-13.05069,(0.7412472_ -0.0577010_ 0.6687475),(0.1220240_ 0.9912809_ -0.0497229),(-0.6600475_ 0.1184602_ 0.7418251),(-1.7986260_ -0.0017209_ 1.2588880):(-1.7498980_ -0.0061449_ 1.3015110),1:1,(0.1403974_ 0.4076010_ 0.0851591_ -0.8982750):(0.1566526_ 0.3452990_ 0.0921808_ -0.9207232),(-0.7083633_ 0.3216529_ 0.6283000):(-0.6069689_ 0.3521273_ 0.7124571),False:False,4.4900000:4.3700000,Good
26,99,03/15/2023 10:03:21.6126 PM,575.9507,(-1.7742280_ -0.0041390_ 1.2801500),(353.3315000_ 318.2973000_ 356.7670000),(0.0443060_ 0.3567340_ 0.0470110_ -0.9319699),0.75,(-2.1478150_ 0.1812575_ 1.6591920),(-2.2052350_ -0.1150227_ 2.0804710),(-0.0336206_ 0.1207147_ 0.5494626),(0.2222999_ -0.2006000_ 0.8654000),-3.50146,12.3908,14.40639,-13.0507,(0.7410617_ -0.0560147_ 0.6690964),(0.1192365_ 0.9916539_ -0.0490430),(-0.6607649_ 0.1161246_ 0.7415557),(-1.8007650_ -0.0018037_ 1.2643580):(-1.7520950_ -0.0061295_ 1.3070450),1:1,(0.1371898_ 0.4115632_ 0.0832121_ -0.8971457):(0.1549656_ 0.3473796_ 0.0907845_ -0.9203647),(-0.7156326_ 0.3146526_ 0.6235893):(-0.6112949_ 0.3483232_ 0.7106261),False:False,4.4400000:4.3400000,Good
27,99,03/15/2023 10:03:21.6298 PM,575.9683,(-1.7761110_ -0.0040818_ 1.2859270),(353.3217000_ 318.3273000_ 356.7888000),(0.0444657_ 0.3564821_ 0.0468523_ -0.9320666),0.75,(-2.1488140_ 0.1830087_ 1.6650420),(-2.2066450_ -0.1147351_ 2.0865340),(-0.0332368_ 0.1224015_ 0.5491366),(0.2223000_ -0.2006000_ 0.8653998),-3.463633,12.56571,14.4064,-13.0507,(0.7414508_ -0.0556364_ 0.6686967),(0.1190413_ 0.9916553_ -0.0494859),(-0.6603635_ 0.1162939_ 0.7418866),(-1.8023460_ -0.0013189_ 1.2702860):(-1.7536440_ -0.0056169_ 1.3129390),1:1,(0.1384272_ 0.4111656_ 0.0832879_ -0.8971310):(0.1561900_ 0.3469684_ 0.0909343_ -0.9202981),(-0.7146801_ 0.3168648_ 0.6235616):(-0.6102226_ 0.3505854_ 0.7104352),False:False,4.4400000:4.3400000,Good
28,99,03/15/2023 10:03:21.6462 PM,575.9842,(-1.7780990_ -0.0036931_ 1.2916700),(353.0794000_ 318.3413000_ 356.8064000),(0.0464993_ 0.3563712_ 0.0474508_ -0.9319795),0.75,(-2.1538020_ 0.1860114_ 1.6664740),(-2.2086880_ -0.1105419_ 2.0927640),(-0.0384514_ 0.1225395_ 0.5487473),(0.2222999_ -0.2006000_ 0.8653997),-4.008238,12.58806,14.4064,-13.0507,(0.7414960_ -0.0553044_ 0.6686742),(0.1215884_ 0.9911725_ -0.0528525),(-0.6598485_ 0.1204929_ 0.7416747),(-1.8047350_ -0.0015770_ 1.2759140):(-1.7560810_ -0.0057403_ 1.3186530),1:1,(0.1418792_ 0.4141266_ 0.0834773_ -0.8952100):(0.1589075_ 0.3515126_ 0.0911052_ -0.9180889),(-0.7177732_ 0.3231638_ 0.6167389):(-0.6164851_ 0.3558317_ 0.7023746),False:False,4.3800000:4.2900000,Good
29,99,03/15/2023 10:03:21.6648 PM,576.0032,(-1.7799410_ -0.0036993_ 1.2974280),(352.9898000_ 318.2509000_ 357.0487000),(0.0479467_ 0.3570092_ 0.0457937_ -0.9317449),0.75,(-2.1568420_ 0.1857614_ 1.6705630),(-2.2111620_ -0.1082772_ 2.0984820),(-0.0390465_ 0.1215904_ 0.5485162),(0.2223001_ -0.2006000_ 0.8654000),-4.071767,12.49873,14.40641,-13.05069,(0.7408948_ -0.0511014_ 0.6696742),(0.1195710_ 0.9912081_ -0.0566505),(-0.6608916_ 0.1220457_ 0.7404912),(-1.8061230_ -0.0017026_ 1.2814260):(-1.7575410_ -0.0054971_ 1.3242820),1:1,(0.1425024_ 0.4155390_ 0.0809104_ -0.8946921):(0.1597015_ 0.3530009_ 0.0886196_ -0.9176233),(-0.7204990_ 0.3222344_ 0.6140409):(-0.6195383_ 0.3556572_ 0.6997716),False:False,4.3800000:4.2900000,Good
30,99,03/15/2023 10:03:21.6791 PM,576.018,(-1.7818660_ -0.0033644_ 1.3024080),(352.9068000_ 318.1470000_ 357.1125000),(0.0487795_ 0.3578283_ 0.0455766_ -0.9313980),0.75,(-2.2063180_ 0.1573526_ 1.6328360),(-2.2144440_ -0.1064267_ 2.1029260),(-0.1003095_ 0.0891840_ 0.5451206),(0.2223000_ -0.2006000_ 0.8653998),-10.42655,9.291513,14.4064,-13.0507,(0.7397633_ -0.0499905_ 0.6710076),(0.1198093_ 0.9910867_ -0.0582491),(-0.6621148_ 0.1234834_ 0.7391589),(-1.8083930_ -0.0016303_ 1.2861010):(-1.7598500_ -0.0053143_ 1.3286920),1:1,(0.1138957_ 0.4734033_ 0.0693653_ -0.8706926):(0.1379109_ 0.4015175_ 0.0802053_ -0.9018489),(-0.8085767_ 0.2640117_ 0.5258341):(-0.7020938_ 0.3131571_ 0.6395286),False:False,4.3000000:4.3300000,Good
31,99,03/15/2023 10:03:21.6967 PM,576.035,(-1.7836470_ -0.0034260_ 1.3080060),(352.7392000_ 318.0422000_ 357.1853000),(0.0503289_ 0.3586502_ 0.0455499_ -0.9310006),0.75,(-2.2082160_ 0.1589443_ 1.6374650),(-2.2176660_ -0.1036323_ 2.1081060),(-0.0999664_ 0.0894273_ 0.5451382),(0.2223001_ -0.2006000_ 0.8654000),-10.39134,9.316117,14.4064,-13.0507,(0.7385905_ -0.0487129_ 0.6723921),(0.1209148_ 0.9907844_ -0.0610396),(-0.6632222_ 0.1263854_ 0.7376741),(-1.8098770_ -0.0015460_ 1.2919010):(-1.7614170_ -0.0051812_ 1.3345930),1:1,(0.1153568_ 0.4742202_ 0.0694326_ -0.8700501):(0.1393542_ 0.4023612_ 0.0804150_ -0.9012321),(-0.8091717_ 0.2665850_ 0.5236160):(-0.7028294_ 0.3158926_ 0.6373718),False:False,4.3000000:4.3300000,Good
32,99,03/15/2023 10:03:21.7131 PM,576.0515,(-1.7856280_ -0.0034335_ 1.3130850),(352.6488000_ 317.9511000_ 357.2104000),(0.0511068_ 0.3593787_ 0.0456667_ -0.9306716),0.67,(-2.2473130_ 0.1470637_ 1.6086650),(-2.2209460_ -0.1021505_ 2.1126640),(-0.1486669_ 0.0744642_ 0.5436213),(0.2223000_ -0.2006000_ 0.8654001),-15.295,7.799725,14.4064,-13.05069,(0.7375230_ -0.0482681_ 0.6735948),(0.1217349_ 0.9906053_ -0.0623040),(-0.6642593_ 0.1279506_ 0.7364701),(-1.8119100_ -0.0017450_ 1.2965310):(-1.7637390_ -0.0054463_ 1.3394560),0.9:1,(0.1102627_ 0.5088214_ 0.0667502_ -0.8511682):(0.1209651_ 0.4470636_ 0.0725589_ -0.8833101),(-0.8514651_ 0.2556321_ 0.4578858):(-0.7722374_ 0.2785763_ 0.5710032),False:False,4.2500000:4.1700000,Good
33,99,03/15/2023 10:03:21.7310 PM,576.0687,(-1.7874440_ -0.0033025_ 1.3183400),(352.6547000_ 317.8545000_ 357.1848000),(0.0509395_ 0.3601750_ 0.0458999_ -0.9303614),0.67,(-2.2495140_ 0.1461475_ 1.6131420),(-2.2241830_ -0.1022052_ 2.1171220),(-0.1485669_ 0.0734301_ 0.5434039),(0.2222999_ -0.2006000_ 0.8654001),-15.29102,7.695756,14.4064,-13.0507,(0.7363343_ -0.0487127_ 0.6748621),(0.1221012_ 0.9905967_ -0.0617203),(-0.6655096_ 0.1278483_ 0.7353583),(-1.8133230_ -0.0014223_ 1.3015180):(-1.7652250_ -0.0051304_ 1.3445230),0.9:1,(0.1090270_ 0.5096093_ 0.0666774_ -0.8508617):(0.1197411_ 0.4478832_ 0.0724140_ -0.8830736),(-0.8526748_ 0.2534927_ 0.4568230):(-0.7736857_ 0.2763465_ 0.5701255),False:False,4.2500000:4.1700000,Good
34,99,03/15/2023 10:03:21.7487 PM,576.0847,(-1.7893160_ -0.0032572_ 1.3228960),(352.6909000_ 317.8036000_ 357.1598000),(0.0505461_ 0.3605992_ 0.0460121_ -0.9302130),0.67,(-2.2513540_ 0.1437791_ 1.6177440),(-2.2267980_ -0.1028114_ 2.1211900),(-0.1479728_ 0.0713255_ 0.5431855),(0.2223000_ -0.2006000_ 0.8654000),-15.23855,7.480689,14.4064,-13.0507,(0.7357022_ -0.0491484_ 0.6755196),(0.1220559_ 0.9906560_ -0.0608534),(-0.6662167_ 0.1272211_ 0.7348266),(-1.8153530_ -0.0013542_ 1.3058530):(-1.7671700_ -0.0050430_ 1.3488420),0.9:1,(0.1056682_ 0.5084247_ 0.0664360_ -0.8520122):(0.1181809_ 0.4492326_ 0.0727667_ -0.8825692),(-0.8523278_ 0.2476167_ 0.4606771):(-0.7757584_ 0.2739841_ 0.5684467),False:False,4.2100000:4.1800000,Good
35,99,03/15/2023 10:03:21.7661 PM,576.1013,(-1.7908390_ -0.0030355_ 1.3277080),(352.7488000_ 317.7196000_ 357.1177000),(0.0499094_ 0.3612989_ 0.0462098_ -0.9299660),0.67,(-2.2532540_ 0.1431300_ 1.6222290),(-2.2295510_ -0.1036382_ 2.1251960),(-0.1477328_ 0.0708878_ 0.5432158),(0.2223000_ -0.2006000_ 0.8654000),-15.21418,7.434892,14.4064,-13.0507,(0.7346556_ -0.0498826_ 0.6766040),(0.1220115_ 0.9907474_ -0.0594371),(-0.6673787_ 0.1262193_ 0.7339444),(-1.8167180_ -0.0008661_ 1.3105590):(-1.7686050_ -0.0046927_ 1.3536140),0.9:1,(0.1041204_ 0.5090163_ 0.0673113_ -0.8517808):(0.1165812_ 0.4498396_ 0.0735489_ -0.8824080),(-0.8531236_ 0.2459006_ 0.4601228):(-0.7767352_ 0.2719147_ 0.5681064),False:False,4.2100000:4.1800000,Good
36,99,03/15/2023 10:03:21.7804 PM,576.1192,(-1.7926000_ -0.0023127_ 1.3322270),(352.8465000_ 317.6365000_ 357.1075000),(0.0490504_ 0.3619768_ 0.0460230_ -0.9297574),0.67,(-2.2539890_ 0.1429486_ 1.6278890),(-2.2323810_ -0.1044614_ 2.1289280),(-0.1454532_ 0.0709608_ 0.5433272),(0.2223001_ -0.2006000_ 0.8653999),-14.98712,7.440948,14.40641,-13.0507,(0.7337093_ -0.0500703_ 0.6776161),(0.1210907_ 0.9909519_ -0.0578913),(-0.6685863_ 0.1245284_ 0.7331337),(-1.8183990_ 0.0006897_ 1.3146550):(-1.7701870_ -0.0034529_ 1.3576780),0.9:1,(0.1019972_ 0.5074287_ 0.0690367_ -0.8528462):(0.1139820_ 0.4494046_ 0.0749962_ -0.8828472),(-0.8514342_ 0.2440383_ 0.4642254):(-0.7764149_ 0.2686646_ 0.5700872),False:False,4.1600000:4.1500000,Good
37,99,03/15/2023 10:03:21.7966 PM,576.1348,(-1.7942740_ -0.0018384_ 1.3366060),(352.8264000_ 317.6050000_ 357.0820000),(0.0491205_ 0.3622438_ 0.0463064_ -0.9296356),0.67,(-2.2566550_ 0.1441661_ 1.6305450),(-2.2345960_ -0.1037700_ 2.1330360),(-0.1471166_ 0.0714258_ 0.5429267),(0.2223001_ -0.2006000_ 0.8653998),-15.16134,7.494624,14.40641,-13.0507,(0.7332703_ -0.0505090_ 0.6780586),(0.1216833_ 0.9908858_ -0.0577798),(-0.6689602_ 0.1248766_ 0.7327332),(-1.8199620_ 0.0010384_ 1.3192510):(-1.7718300_ -0.0026570_ 1.3624050),0.9:1,(0.1041410_ 0.5087401_ 0.0660818_ -0.8520396):(0.1163120_ 0.4507878_ 0.0722119_ -0.8820699),(-0.8531697_ 0.2447015_ 0.4606764):(-0.7784545_ 0.2702951_ 0.5665239),False:False,4.1600000:4.1500000,Good
38,99,03/15/2023 10:03:21.8127 PM,576.1508,(-1.7959180_ -0.0016428_ 1.3406320),(352.6745000_ 317.5692000_ 357.0117000),(0.0501173_ 0.3625658_ 0.0473684_ -0.9294034),0.75,(-2.2573630_ 0.1456926_ 1.6348840),(-2.2371310_ -0.1014851_ 2.1368340),(-0.1459707_ 0.0712297_ 0.5429940),(0.2222999_ -0.2006000_ 0.8654001),-15.04684,7.473365,14.40639,-13.0507,(0.7326046_ -0.0517071_ 0.6786876),(0.1243903_ 0.9904890_ -0.0588100),(-0.6691918_ 0.1275067_ 0.7320687),(-1.8219200_ 0.0008608_ 1.3231530):(-1.7737980_ -0.0029605_ 1.3663970),1:1,(0.1065413_ 0.5066500_ 0.0674792_ -0.8528782):(0.1166651_ 0.4512701_ 0.0728761_ -0.8817220),(-0.8498429_ 0.2501102_ 0.4639094):(-0.7787853_ 0.2715059_ 0.5654891),False:False,4.1500000:4.1000000,Good
39,99,03/15/2023 10:03:21.8293 PM,576.1677,(-1.7976110_ -0.0012961_ 1.3445170),(352.8994000_ 317.4750000_ 356.8164000),(0.0476331_ 0.3634084_ 0.0482854_ -0.9291577),0.75,(-2.2600140_ 0.1424969_ 1.6384670),(-2.2404570_ -0.1053274_ 2.1392750),(-0.1461707_ 0.0692666_ 0.5428956),(0.2223001_ -0.2006000_ 0.8654000),-15.06913,7.270936,14.40641,-13.0507,(0.7312056_ -0.0551090_ 0.6799275),(0.1243500_ 0.9907992_ -0.0534226),(-0.6707275_ 0.1236119_ 0.7313308),(-1.8235560_ 0.0012400_ 1.3265160):(-1.7755170_ -0.0028132_ 1.3698310),1:1,(0.1024141_ 0.5074148_ 0.0685966_ -0.8528400):(0.1124831_ 0.4520569_ 0.0737459_ -0.8817900),(-0.8514368_ 0.2442996_ 0.4640831):(-0.7806482_ 0.2650477_ 0.5659842),False:False,4.1500000:4.1000000,Good
40,99,03/15/2023 10:03:21.8465 PM,576.1849,(-1.7992090_ -0.0003544_ 1.3481750),(353.0131000_ 317.4164000_ 357.0061000),(0.0472872_ 0.3638024_ 0.0464145_ -0.9291165),0.75,(-2.2734900_ 0.1369363_ 1.6307050),(-2.2421510_ -0.1054485_ 2.1427390),(-0.1615724_ 0.0635759_ 0.5417266),(0.2223000_ -0.2006000_ 0.8653999),-16.60745,6.693492,14.4064,-13.0507,(0.7309870_ -0.0518425_ 0.6804193),(0.1206553_ 0.9912192_ -0.0540993),(-0.6716400_ 0.1216421_ 0.7308235),(-1.8250410_ 0.0017670_ 1.3301010):(-1.7769600_ -0.0020704_ 1.3732440),1:1,(0.0949173_ 0.5224605_ 0.0648346_ -0.8448800):(0.1087010_ 0.4621277_ 0.0715279_ -0.8772148),(-0.8705250_ 0.2281345_ 0.4360515):(-0.7952202_ 0.2568183_ 0.5492442),False:False,4.0800000:4.0900000,Good
41,99,03/15/2023 10:03:21.8628 PM,576.2011,(-1.8010680_ -0.0000970_ 1.3521780),(353.0600000_ 317.2732000_ 357.2365000),(0.0475824_ 0.3648677_ 0.0444576_ -0.9287793),0.75,(-2.2764990_ 0.1359372_ 1.6337990),(-2.2452420_ -0.1050693_ 2.1460710),(-0.1614118_ 0.0633549_ 0.5420165),(0.2223001_ -0.2006000_ 0.8654000),-16.58346,6.6669,14.40641,-13.0507,(0.7297902_ -0.0478601_ 0.6819938),(0.1173052_ 0.9915189_ -0.0559448),(-0.6735322_ 0.1208294_ 0.7292150),(-1.8270070_ 0.0018368_ 1.3342750):(-1.7789450_ -0.0015128_ 1.3774810),1:1,(0.0954936_ 0.5232766_ 0.0611773_ -0.8445827):(0.1095260_ 0.4630150_ 0.0679343_ -0.8769299),(-0.8722167_ 0.2253297_ 0.4341251):(-0.7971823_ 0.2550026_ 0.5472423),False:False,4.0800000:4.0900000,Good
42,99,03/15/2023 10:03:21.8852 PM,576.2236,(-1.8030900_ 0.0003810_ 1.3555870),(353.1368000_ 317.1908000_ 357.3122000),(0.0471693_ 0.3655042_ 0.0436352_ -0.9285891),0.67,(-2.2960830_ 0.1266634_ 1.6228360),(-2.2480820_ -0.1054973_ 2.1489010),(-0.1827640_ 0.0534024_ 0.5423621),(0.2223000_ -0.2006000_ 0.8654001),-18.62268,5.623363,14.4064,-13.05069,(0.7290053_ -0.0465572_ 0.6829229),(0.1155195_ 0.9917421_ -0.0557040),(-0.6746899_ 0.1194994_ 0.7283635),(-1.8299070_ 0.0021905_ 1.3390070):(-1.7820910_ -0.0010083_ 1.3824600),0.9:1,(0.0861345_ 0.5349858_ 0.0556394_ -0.8386151):(0.1023371_ 0.4860421_ 0.0630512_ -0.8656297),(-0.8877094_ 0.2040000_ 0.4127420):(-0.8285600_ 0.2384632_ 0.5065804),False:False,4.0900000:4.0600000,Good
43,99,03/15/2023 10:03:21.8969 PM,576.2349,(-1.8048150_ 0.0004606_ 1.3590430),(353.1879000_ 317.1050000_ 357.4526000),(0.0471707_ 0.3661419_ 0.0423712_ -0.9283963),0.67,(-2.2968560_ 0.1261599_ 1.6245100),(-2.2505100_ -0.1056885_ 2.1519260),(-0.1823566_ 0.0539670_ 0.5405648),(0.2223001_ -0.2006000_ 0.8654000),-18.64154,5.701198,14.4064,-13.0507,(0.7282896_ -0.0441322_ 0.6838470),(0.1132169_ 0.9919592_ -0.0565585),(-0.6758522_ 0.1186140_ 0.7274301),(-1.8305460_ 0.0022901_ 1.3406370):(-1.7827330_ -0.0009046_ 1.3840930),0.9:1,(0.0855809_ 0.5350472_ 0.0555188_ -0.8386406):(0.1017920_ 0.4861087_ 0.0629012_ -0.8656675),(-0.8879219_ 0.2029535_ 0.4128008):(-0.8288112_ 0.2373897_ 0.5066735),False:False,4.0900000:4.0600000,Good
44,99,03/15/2023 10:03:21.9128 PM,576.2512,(-1.8070570_ 0.0004203_ 1.3620690),(353.1759000_ 317.0258000_ 357.5067000),(0.0474117_ 0.3667604_ 0.0420030_ -0.9281567),0.67,(-2.3017150_ 0.1342609_ 1.6241200),(-2.2537000_ -0.1053443_ 2.1544700),(-0.1861641_ 0.0620053_ 0.5410814),(0.2223001_ -0.2006000_ 0.8654000),-18.98626,6.537306,14.4064,-13.0507,(0.7274451_ -0.0431934_ 0.6848050),(0.1127482_ 0.9919758_ -0.0572008),(-0.6768394_ 0.1188210_ 0.7264779),(-1.8327460_ 0.0022404_ 1.3426340):(-1.7850340_ -0.0011129_ 1.3865530),0.9:1,(0.0956805_ 0.5409318_ 0.0589261_ -0.8335261):(0.1053228_ 0.4844773_ 0.0638921_ -0.8660870),(-0.8904853_ 0.2232545_ 0.3964761):(-0.8257403_ 0.2443460_ 0.5083777),False:False,4.0700000:4.0700000,Good
45,99,03/15/2023 10:03:21.9300 PM,576.2683,(-1.8087310_ 0.0005923_ 1.3653540),(353.1989000_ 316.8404000_ 357.6191000),(0.0475191_ 0.3682159_ 0.0410971_ -0.9276153),0.67,(-2.3046210_ 0.1336537_ 1.6257260),(-2.2575730_ -0.1051098_ 2.1565190),(-0.1863512_ 0.0617747_ 0.5411680),(0.2222999_ -0.2006000_ 0.8654001),-19.00114,6.512161,14.4064,-13.05069,(0.7254562_ -0.0412501_ 0.6870311),(0.1112392_ 0.9921059_ -0.0578936),(-0.6792196_ 0.1184240_ 0.7243180),(-1.8343210_ 0.0024031_ 1.3461060):(-1.7867680_ -0.0008149_ 1.3902070),0.9:1,(0.0953274_ 0.5426182_ 0.0580128_ -0.8325340):(0.1050327_ 0.4862370_ 0.0629848_ -0.8652021),(-0.8924357_ 0.2216842_ 0.3929564):(-0.8281557_ 0.2430001_ 0.5050833),False:False,4.0700000:4.0700000,Good
46,99,03/15/2023 10:03:21.9460 PM,576.2842,(-1.8101170_ 0.0003267_ 1.3679410),(353.2594000_ 316.7048000_ 357.7628000),(0.0474431_ 0.3692556_ 0.0397968_ -0.9272624),0.67,(-2.3041590_ 0.1334726_ 1.6295170),(-2.2603280_ -0.1057767_ 2.1582740),(-0.1828006_ 0.0630257_ 0.5411464),(0.2223001_ -0.2006000_ 0.8654001),-18.6651,6.64314,14.4064,-13.05069,(0.7241330_ -0.0387670_ 0.6885700),(0.1088415_ 0.9923307_ -0.0585939),(-0.6810176_ 0.1173748_ 0.7227988),(-1.8357990_ 0.0015388_ 1.3490270):(-1.7883700_ -0.0013003_ 1.3929960),0.9:1,(0.0972984_ 0.5401633_ 0.0582313_ -0.8338860):(0.1047006_ 0.4857457_ 0.0622207_ -0.8655735),(-0.8895375_ 0.2251803_ 0.3975133):(-0.8278682_ 0.2416990_ 0.5061778),False:False,4.0400000:4.0400000,Good
47,99,03/15/2023 10:03:21.9667 PM,576.3016,(-1.8119230_ 0.0003548_ 1.3710200),(353.3287000_ 316.5211000_ 357.8859000),(0.0472163_ 0.3706935_ 0.0386543_ -0.9267485),0.67,(-2.3073330_ 0.1313105_ 1.6305810),(-2.2642150_ -0.1063603_ 2.1600820),(-0.1832895_ 0.0618672_ 0.5408610),(0.2223002_ -0.2006000_ 0.8654000),-18.72073,6.525506,14.40641,-13.0507,(0.7221843_ -0.0366400_ 0.6907296),(0.1066511_ 0.9925529_ -0.0588575),(-0.6834291_ 0.1161730_ 0.7207139),(-1.8373400_ 0.0014079_ 1.3518820):(-1.7900690_ -0.0012379_ 1.3960330),0.9:1,(0.0959754_ 0.5419723_ 0.0566968_ -0.8329707):(0.1034825_ 0.4876314_ 0.0606291_ -0.8647723),(-0.8920111_ 0.2213456_ 0.3941095):(-0.8308322_ 0.2381069_ 0.5030139),False:False,4.0400000:4.0400000,Good
48,99,03/15/2023 10:03:21.9817 PM,576.3201,(-1.8138610_ 0.0001536_ 1.3735620),(353.4514000_ 316.3015000_ 357.9580000),(0.0463840_ 0.3724443_ 0.0377648_ -0.9261251),0.67,(-2.3051650_ 0.1328689_ 1.6360190),(-2.2688030_ -0.1081854_ 2.1608770),(-0.1763205_ 0.0652582_ 0.5408590),(0.2222999_ -0.2006000_ 0.8653999),-18.05602,6.879852,14.4064,-13.0507,(0.7197182_ -0.0353989_ 0.6933634),(0.1045007_ 0.9928447_ -0.0577842),(-0.6863566_ 0.1140453_ 0.7182676),(-1.8389670_ 0.0007637_ 1.3543560):(-1.7917910_ -0.0017880_ 1.3985870),0.9:1,(0.0985601_ 0.5384349_ 0.0577798_ -0.8348864):(0.1050068_ 0.4841849_ 0.0612321_ -0.8664809),(-0.8876744_ 0.2267943_ 0.4007475):(-0.8262144_ 0.2412681_ 0.5090771),False:False,4.0400000:4.0400000,Good
